Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Assets,Debt,Amount,Price,Income
2,3,48,31,2,1,1,45,3500,900,300,925,94.42856453909864
2,5,36,34,2,1,1,60,9800,0,900,1316,91.13693161887629
20,2,24,54,2,1,1,35,11500,0,500,1080,91.30122882302437
18,2,60,44,2,1,1,60,4000,500,1300,1725,92.43504025505173
0,5,60,30,2,1,1,60,0,0,900,975,90.93424550038549
8,3,60,32,2,1,1,35,2500,480,950,1350,95.1174651963071
1,5,24,21,1,1,2,45,2500,500,500,1154,93.78419587414449
3,2,60,29,2,1,1,45,3500,1690,1100,1127,89.62882119342757
4,5,36,39,2,1,1,60,6000,0,800,1500,89.93862829675602
5,2,36,45,3,1,4,35,6000,0,800,850,90.66649474853082
18,1,48,53,4,2,3,51,0,0,1000,1295,94.46678580371723
1,1,60,28,2,1,1,60,0,0,1350,1419,91.92903706610878
8,2,24,47,1,2,1,35,50000,2000,300,2300,94.6638890848497
6,2,48,51,2,1,3,35,4000,0,1350,1595,95.77620342361494
4,2,48,42,2,1,1,35,3500,0,1000,1683,89.40557535767877
7,1,60,38,4,2,1,42,0,0,921,921,93.2680148369763
6,3,48,35,2,1,1,45,3500,1125,700,1226,89.37168581745534
7,2,60,38,2,2,3,60,6000,0,1500,1610,93.04362082000962
2,5,36,19,1,1,2,35,0,0,600,790,92.38054695313971
2,2,60,54,3,2,1,35,8000,0,1000,1130,92.27078875081139
2,1,18,25,1,1,2,44,0,0,320,425,96.08404767057577
12,2,60,34,2,1,1,35,6000,2000,500,1457,94.34347791167215
1,1,60,21,2,1,2,45,17000,0,1050,1251,91.76175980085956
5,2,36,43,2,1,4,75,15000,0,1500,2448,92.73323590486784
1,3,60,28,2,1,2,60,6000,720,1650,1930,89.234707452082
0,1,60,30,2,1,1,70,2000,0,1150,1265,94.5730151307774
3,2,60,22,1,2,3,35,9000,3000,1500,1528,92.57018177612392
4,1,36,23,2,1,1,46,0,0,315,315,92.40031322694637
45,6,48,62,2,1,1,45,0,0,450,935,94.99889811777163
0,2,60,39,2,2,1,45,23000,5000,1050,1625,92.0534901723579
0,2,60,34,2,2,2,35,8000,2000,1450,1800,95.56623321211733
12,2,60,35,2,2,1,35,18500,1300,1550,1584,91.44856740081212
2,2,60,40,2,1,3,75,25000,0,1800,2287,90.87637126553346
2,3,60,37,2,2,1,60,3000,1380,1000,1582,91.52013660765535
15,2,48,55,2,1,3,45,15000,0,650,1243,92.32924916759147
30,2,48,56,2,2,1,45,6000,0,1300,1423,91.54613284742138
1,1,36,36,4,1,1,65,0,0,900,1200,88.50029224320873
42,2,60,60,2,1,1,45,5000,0,1130,1275,95.29516763982662
10,3,48,28,1,1,1,35,3500,933,1000,1529,89.59560493510705
5,2,48,21,2,1,1,45,3000,0,800,1310,92.34370381317527
6,2,60,36,4,1,3,45,5000,0,1000,1341,91.48897030078133
6,1,60,40,2,1,1,54,0,0,1000,1155,94.38850981109353
4,1,48,32,2,1,1,56,0,0,800,1626,92.20286087069687
31,1,60,59,2,1,1,53,0,0,1050,1182,91.5180135767411
14,2,18,48,2,1,1,35,4000,0,250,300,92.5631534778137
6,2,12,66,3,1,4,35,5000,0,550,1450,92.44739535272218
15,6,60,32,2,1,1,45,0,0,500,1131,93.71238205563196
6,3,60,34,2,1,1,45,1500,100,1100,1392,93.21959790555347
10,2,60,38,2,1,1,45,6000,1000,1125,1325,94.35667538717618
11,2,60,34,2,1,1,35,3500,0,950,1241,91.78551157471408
10,2,6,35,2,2,3,75,6000,1500,500,983,93.70224365605858
20,5,60,42,1,1,1,35,0,0,800,1520,92.23029543775263
10,2,36,43,2,1,3,75,8000,0,1800,2240,91.93345331137822
5,1,48,25,2,1,1,55,0,0,549,549,91.59813378424165
12,3,36,51,2,1,1,45,4000,0,1200,1400,90.59518736927173
2,6,60,32,2,1,2,45,0,0,1450,1850,92.37851569387097
9,2,48,47,2,1,3,35,45000,1700,3000,3690,92.78820202766096
9,2,12,26,1,1,1,35,4000,0,1000,1776,94.60389506231202
16,6,30,44,2,1,3,35,8000,0,1300,1634,89.82107821967772
2,5,48,27,4,1,2,35,0,0,870,1480,94.59140947331066
0,2,48,66,2,1,4,35,5500,0,1250,1267,93.31123864451268
2,6,60,26,2,1,3,35,0,0,900,1159,90.63034130286648
3,2,36,49,2,1,3,45,4000,0,400,773,91.74004063171435
1,2,48,28,2,1,1,45,4000,1857,1100,1173,90.92061866850018
1,3,60,32,2,1,1,60,4000,1300,1200,1410,93.83006858265699
0,6,60,30,1,1,2,35,0,0,500,1081,90.56239628395197
2,1,60,43,2,2,2,84,0,0,1650,1782,91.09970035707795
13,2,60,41,2,1,1,75,2000,0,1000,1274,91.19834868751734
14,2,48,32,2,1,2,45,4000,112,1300,1346,94.04876921354949
3,2,60,24,2,1,3,60,9000,0,1300,2885,94.58801668990053
14,2,48,53,2,1,1,45,3000,0,1060,1060,93.30911402356732
5,2,36,65,1,1,4,35,10000,0,900,1191,93.0484055037532
3,1,30,39,2,1,1,58,0,0,600,1098,92.68855907395027
15,2,60,38,2,1,1,60,6000,480,1100,1289,94.25396164078376
6,2,60,33,2,2,1,45,10000,0,1000,1658,93.4290675945761
15,2,60,29,1,1,1,35,5000,0,830,1000,93.35956565048416
10,2,60,47,4,1,1,35,7000,0,2550,3500,92.92143908841581
12,2,36,38,2,1,1,35,5000,1100,700,2093,92.16961754957462
4,5,36,26,1,2,3,35,3500,0,1300,1475,94.99323435721584
15,3,60,33,1,1,1,35,5000,0,1000,2244,94.07219795251943
14,5,18,29,2,1,1,45,0,0,600,2120,90.81384058566651
2,2,60,30,2,1,2,35,2500,500,1000,1725,92.26780692246925
9,2,60,47,2,1,1,60,9500,0,600,1164,94.65022467943672
0,5,60,24,1,1,1,35,0,0,1200,1497,92.61663992774996
14,5,24,28,2,1,1,45,0,0,1000,1736,90.08704022161062
14,2,36,36,2,2,1,75,11000,3600,1250,1550,89.21914454910392
16,2,60,33,2,1,1,45,6000,0,1500,1630,94.561489587191
29,2,60,52,2,1,2,45,2500,0,1186,1286,91.94394334993376
3,2,60,36,2,2,3,35,2500,0,2300,2965,88.71499427549287
6,2,48,28,2,1,1,45,3500,0,650,1255,94.24049435729775
47,2,48,61,2,1,1,35,5500,30,1200,1200,92.35231594981636
14,2,60,34,2,1,1,45,4000,0,1100,1654,91.91603135677744
5,5,48,23,1,1,2,35,0,0,1200,1200,93.01487919180362
6,6,36,23,1,1,1,35,0,0,600,1271,93.0448234977783
4,5,60,24,2,1,1,35,0,0,800,897,95.62541358153253
1,2,12,61,2,1,4,45,20000,0,300,650,93.42040711122856
8,3,60,45,2,1,3,75,35000,0,800,1270,92.9164022364797
6,5,60,30,4,1,1,45,0,0,750,1674,90.81480612949466
6,5,60,26,1,2,1,35,0,0,1800,1921,90.64737111626634
15,2,60,34,2,1,1,45,3500,0,750,1624,90.94175316905718
17,1,24,50,2,1,3,68,1000,0,1000,3782,94.49468863042907
6,1,60,45,2,1,1,59,0,0,1350,1612,91.10104792350955
18,2,60,51,2,1,1,60,8000,0,1100,1350,95.56033061973086
15,2,48,29,2,2,1,35,8500,1300,500,873,94.90515623058816
0,2,24,20,1,1,2,45,2000,1500,300,315,93.84940481446762
2,2,48,55,2,1,4,35,8000,0,800,800,92.69279378919417
6,1,48,37,1,1,1,55,0,0,1450,1650,91.01134169777637
3,2,24,32,2,1,1,45,5000,0,800,1023,91.70319794379193
18,2,60,42,2,1,1,45,3500,0,1850,2034,95.53048276341379
0,5,60,21,1,1,3,35,0,0,1200,1311,91.22668018589484
3,1,60,30,2,1,1,77,0,0,1500,2037,90.90165764616275
0,3,6,22,1,2,2,35,1000,0,250,800,95.67573893890294
15,2,24,41,2,2,2,45,6000,0,700,1888,94.51069617776088
12,1,60,30,1,2,1,44,0,0,1300,1380,88.93340449895369
15,1,48,45,2,1,1,88,3000,0,1300,1591,93.87923148430406
2,1,60,29,2,1,1,80,0,0,1250,1250,93.36782382334803
14,2,36,39,2,1,1,60,5000,0,1350,1355,91.46102568286014
4,2,36,26,2,1,1,35,6500,3900,500,500,90.22175000024878
1,3,60,22,1,1,2,35,4500,4300,1000,1485,95.95825694013789
4,1,60,53,3,1,4,37,20000,0,1300,1498,92.14088716926287
2,2,36,37,2,1,1,60,3500,0,310,1119,93.41095792744036
1,1,36,28,2,2,1,47,0,0,950,1100,93.85378710087569
15,6,36,39,4,1,1,45,4000,0,600,1196,94.3959001009336
4,2,60,25,1,1,3,35,25000,0,2250,2270,94.64489703424016
3,5,60,27,1,2,1,35,0,0,1500,2190,87.77625569138186
6,2,60,35,2,1,1,60,4500,1000,1658,1675,95.70905409899716
16,5,48,31,1,2,1,35,0,0,850,1228,92.85384708211126
5,2,60,41,2,1,1,60,14800,0,2500,2600,93.94179874413697
31,2,60,58,2,1,1,60,8000,0,1500,1655,95.87686074756105
38,2,24,56,2,2,1,75,7000,0,300,1308,93.68527066319979
1,5,60,26,1,1,1,35,0,0,1200,1512,93.47256885914868
17,2,60,44,2,1,1,45,3000,0,800,1654,93.24192535594523
17,1,60,52,2,1,1,65,0,0,1400,1407,91.7045612749328
22,2,60,54,2,1,1,35,3000,0,1050,1282,94.97203062184614
11,6,60,48,2,1,1,75,0,0,1300,1550,91.00366976062696
5,2,18,28,2,1,1,35,5500,0,650,1258,89.40687738314065
1,1,36,37,2,1,2,75,0,0,1100,1871,91.17432381693084
1,5,48,36,2,1,2,60,0,0,1200,1401,94.02659334595619
14,1,60,38,2,1,1,75,0,0,1350,1413,94.9148152087007
0,5,60,34,2,1,1,45,8000,2300,800,1850,92.88649159225994
20,2,48,60,2,1,3,35,12000,0,500,1154,92.42769783632285
7,2,60,53,2,1,1,45,6000,2000,1000,1460,93.0898592343419
2,5,12,26,1,1,1,35,0,0,360,1258,94.15256961550469
5,2,60,49,2,1,1,35,3000,0,1200,1642,93.99152504922736
4,1,60,37,1,2,1,79,0,0,1500,1550,93.53096285176909
0,2,24,30,2,1,2,60,4500,0,400,450,92.35047068292481
0,5,12,23,1,1,2,35,2500,0,120,300,89.94760648385873
15,2,60,53,2,1,3,45,6000,0,1000,1330,90.44173001431668
2,5,60,24,1,1,3,35,7000,2400,2000,2570,94.20834634669585
1,2,48,35,2,1,3,90,11900,0,900,1220,92.97221248803413
0,2,60,49,2,1,1,60,5000,0,1200,1283,91.2179864588119
4,3,60,37,2,1,3,75,10500,1500,1200,1341,93.51140583047182
11,1,48,53,2,2,1,81,0,0,1260,1538,91.037172046068
0,1,36,33,2,2,2,76,0,0,440,440,90.82413868389187
2,5,48,22,1,1,1,35,0,0,1000,2130,91.01398842766402
3,1,36,23,1,1,1,59,3100,0,700,1199,92.03417954043286
7,1,60,39,2,1,1,103,0,0,950,1215,95.02331882748244
12,2,60,28,2,1,1,45,3000,1750,250,1188,89.88476511458403
15,1,36,36,2,1,1,60,0,0,900,1621,92.52747660107242
0,5,60,21,1,1,4,35,3000,0,1400,1829,95.57387705493129
0,2,60,33,4,1,2,35,0,0,1030,1197,89.66125543754296
8,1,60,56,2,1,1,62,5000,0,1000,1149,91.75034978603775
2,5,24,35,2,1,1,45,0,0,1000,2393,98.31011967668944
23,2,36,41,2,1,1,60,37000,180,1000,1457,93.10662268552214
28,2,36,46,2,1,1,75,6000,0,750,800,94.49495319515762
16,2,36,55,2,1,1,35,6000,0,1100,2136,90.75726117679396
7,2,60,44,2,1,1,90,11000,5500,800,945,93.33125468070278
2,5,48,25,1,1,1,35,0,0,900,1763,93.65522605259767
20,1,60,54,2,1,1,43,0,0,800,1263,93.52562884067478
0,6,30,21,1,1,2,35,0,0,400,400,95.95541399698452
10,5,48,28,1,1,1,35,6000,0,1500,2164,92.0071261137857
5,5,12,32,2,1,3,35,0,0,300,750,91.6217766526267
2,2,36,30,1,1,3,35,6500,2300,1750,2750,92.91795998291401
7,6,24,30,1,1,1,35,0,0,400,1541,91.84183192639176
1,5,60,21,1,1,1,35,0,0,900,1088,95.09368604660608
14,6,60,30,2,1,1,45,0,0,1500,2414,92.350406928261
0,4,60,26,2,1,2,45,5000,0,1300,1429,91.45908891784585
3,2,60,38,2,1,1,75,9000,0,1250,1415,91.56432034974578
15,2,60,32,2,1,1,45,4500,0,1100,1213,92.41850710777841
10,1,30,51,2,1,1,60,0,0,1300,1378,92.39643724009203
4,2,36,38,2,1,3,35,4000,0,800,970,94.29944842177851
0,1,60,30,2,1,1,64,0,0,1400,1475,94.98019093632179
0,5,48,27,1,1,2,35,0,0,700,750,92.67803905706845
2,2,36,60,2,1,1,35,3000,0,825,900,91.53586690051323
14,2,48,48,2,1,1,45,6000,0,800,1037,95.11488233148485
2,5,60,22,1,2,1,35,0,0,1360,1435,95.34843260430134
3,2,36,47,2,1,3,60,10000,0,800,1649,95.8091407673074
32,2,48,46,2,1,1,45,8000,0,1000,1093,92.00384887301979
1,6,48,27,1,2,2,35,0,0,1300,1533,95.65776057977435
14,2,48,41,2,2,1,75,4000,0,800,1117,93.76250383494848
13,2,48,45,2,1,1,45,4000,0,400,1615,90.58897119194424
16,2,12,56,2,1,3,45,17000,0,650,1665,93.00577300537549
7,3,60,36,2,2,1,60,7000,0,2000,2485,90.38719810754448
14,1,60,41,2,1,1,54,0,0,1450,1482,93.9542693416941
14,3,24,54,2,1,1,45,9000,0,650,1150,91.29482324815066
15,2,60,38,2,1,1,45,4000,2600,1250,1616,89.7416600007822
11,1,60,38,2,1,1,82,0,0,900,977,92.47719655232358
2,5,60,24,1,1,1,35,0,0,1600,1600,87.55951078791955
3,2,60,30,2,1,1,60,4500,0,800,975,90.96345099750492
1,2,60,30,1,2,3,35,4000,2100,1500,1950,88.04510707805204
20,2,60,46,2,1,1,35,9000,0,800,1300,93.22139529026185
3,5,18,24,1,1,1,35,0,0,200,350,88.92991032227589
11,2,48,36,2,2,1,35,5000,2000,570,1177,92.01028040867773
1,6,24,24,1,1,1,35,0,0,400,550,94.7174843473119
9,2,60,39,2,1,1,35,8000,0,1250,1304,93.93620416379659
10,2,60,37,2,2,3,60,20000,600,1000,1175,90.5394240971424
22,2,60,42,2,2,1,45,5000,0,1350,1650,91.39189274445933
5,1,48,48,2,2,1,46,0,0,600,1100,92.9801203587985
0,2,60,42,2,2,2,35,7000,3000,950,950,90.49902233267854
8,2,60,42,1,1,1,35,2500,0,1500,1520,93.34706845109535
23,2,24,47,2,1,1,35,3000,0,400,765,89.58295871758118
6,1,36,24,2,1,1,63,0,0,650,750,93.40830435635611
6,5,18,27,1,1,3,35,0,0,600,2724,91.58075716269701
7,1,36,49,2,1,1,57,0,0,675,675,94.64118004556983
1,6,36,23,1,1,2,35,0,0,450,500,90.82470961089913
5,2,60,32,2,1,1,35,4000,0,2000,3400,93.39954287946944
26,3,60,41,4,2,1,35,4700,3100,2400,2700,96.92767341877365
1,5,60,20,1,1,2,35,0,0,1300,1525,93.09459793823756
5,3,60,31,2,1,1,35,3000,0,900,1152,94.44016213824732
22,2,48,48,2,1,1,60,3000,0,1000,1460,92.80280199773759
20,2,36,49,2,1,1,45,9000,0,1100,1794,90.96864158960544
7,2,60,35,2,2,1,45,10000,4000,2400,2432,89.73602650973373
1,1,36,27,1,1,1,62,0,0,600,825,90.43668863710738
7,5,24,40,2,1,1,60,10000,0,1000,3429,95.35852020764804
7,3,60,32,2,1,1,60,3500,2000,1000,2236,93.22779453125642
16,2,48,48,2,1,3,35,5000,0,900,1077,94.1021828767161
5,2,24,38,2,1,3,60,5000,0,1250,2724,90.45221145865905
3,2,12,24,1,2,1,35,6000,0,500,1138,93.89459169164988
16,2,48,40,2,1,1,60,20000,3000,700,834,89.42586424622273
17,6,48,62,1,1,1,35,0,0,900,1000,90.17236570780314
0,1,60,33,2,1,2,54,0,0,1300,1797,92.15748273858685
0,2,48,63,2,1,4,35,6000,2900,1000,1439,95.47393153009436
8,2,60,51,2,1,1,45,4000,0,1000,1250,92.31032983156595
3,1,60,22,2,1,1,60,0,0,950,1945,93.67531211766325
6,2,24,39,2,1,3,60,18000,0,1000,2099,93.63032290589317
20,2,60,63,2,1,1,45,7000,0,1000,1500,92.87262592460674
16,3,48,34,2,1,1,60,2000,0,800,1866,89.40902390726787
0,2,60,24,1,1,4,35,10000,0,1600,1680,94.36675916365373
5,2,36,52,2,1,1,35,12000,5000,1250,1542,90.61655499307066
1,5,36,20,1,1,1,35,0,0,800,995,92.89547602491724
5,1,60,31,2,2,1,69,0,0,1200,1200,93.41325991907428
15,6,60,46,2,2,3,35,8000,0,2250,2758,91.74466863994783
2,2,36,24,2,2,1,35,3100,400,800,1928,90.80745887615522
1,1,36,46,2,1,1,57,0,0,600,800,89.42989202203495
18,1,24,35,2,1,2,96,0,0,600,888,93.34743166034772
20,2,36,48,2,1,1,45,3000,0,900,1193,94.92259751148946
10,1,18,34,5,1,1,54,0,0,800,2215,90.18352865833319
11,1,24,38,2,2,1,72,0,0,270,1676,92.39902485081569
0,5,60,36,1,1,1,35,0,0,1600,1678,93.82799634549191
1,1,60,22,1,1,1,46,0,0,1600,1989,88.88542041096424
36,2,60,55,2,1,1,45,12000,0,2000,2684,93.0194323553113
11,1,18,28,2,2,3,64,2000,0,700,1224,89.62420618979199
8,2,36,31,2,1,1,45,5000,2000,540,1102,99.00592187774438
2,2,36,28,2,1,1,45,2000,0,550,1572,94.95273641733576
4,1,36,38,2,1,1,55,0,0,350,850,93.58692424481461
4,2,60,32,2,1,1,60,3500,0,830,935,93.93983229746232
3,2,60,38,1,1,1,35,5000,0,1500,1934,92.70752328014149
1,5,48,18,1,1,2,45,4000,0,600,1472,97.35836246852378
16,2,36,55,2,2,1,60,5000,0,1200,1460,90.76563934604076
12,2,36,38,2,1,1,60,5000,0,700,950,93.10793235636648
18,2,60,48,2,1,1,45,5500,25,800,1021,96.83801460543754
10,2,48,50,2,1,3,45,11500,0,500,1195,90.79926548952277
14,2,60,43,2,1,1,60,5000,0,1250,1557,91.49740596040371
2,5,36,26,1,1,3,35,0,0,750,865,95.38573167800381
7,2,36,23,2,1,1,35,5000,400,1500,1785,92.72424417187693
5,2,36,38,2,1,3,60,4000,0,1050,1443,90.77997296097774
5,2,48,39,2,2,3,60,10000,0,875,875,93.4819285523902
27,2,18,48,2,1,3,35,5000,0,800,1578,93.285375007254
3,1,36,30,2,2,3,59,0,0,1300,2115,93.8520562903068
2,3,48,30,2,2,1,45,5000,0,1150,1627,89.9348932629967
10,6,60,48,2,1,1,35,4000,1500,1520,1636,93.59721887346866
16,2,6,41,2,1,1,75,3000,0,200,625,92.72971996677933
15,2,60,39,2,1,3,60,40000,0,1500,4000,95.84189639947029
4,5,60,25,2,1,3,35,25000,0,1650,1900,93.24838557119102
3,5,36,20,1,2,1,35,0,0,600,1625,94.08405979563099
2,5,36,28,1,1,1,35,1000,0,1000,1693,92.75938221624432
25,3,60,56,2,2,3,90,3500,0,800,975,90.77490074902279
6,1,48,26,1,2,1,65,0,0,950,1111,92.07021525283389
1,3,60,27,2,1,3,35,4650,2850,2000,2240,96.08285041487868
30,2,12,52,2,1,3,45,7000,0,1100,2487,86.92876782747973
10,5,24,33,1,1,3,35,70000,12000,1100,1457,89.59416807943975
4,2,48,24,2,1,1,35,2500,0,900,1625,91.11502672761763
30,2,54,54,3,1,3,35,20000,0,1100,1603,97.40988035728486
20,2,60,44,2,1,1,60,3000,0,1400,1599,90.54934030721734
1,1,60,28,2,1,3,53,0,0,1825,2275,91.44838455723242
2,3,24,20,1,1,3,35,54000,0,2000,2600,92.02322910548031
4,2,60,23,2,1,1,35,6500,3700,1500,1661,93.04171530568033
4,1,36,60,2,1,1,56,0,0,500,675,94.83713128322542
3,1,60,26,2,1,1,53,0,0,950,989,89.4749863166795
11,2,60,30,2,2,1,35,4000,62,1100,1347,91.82012732689063
6,5,60,26,2,1,1,60,0,0,1200,1250,91.39986666737688
14,1,60,41,2,1,1,53,0,0,1150,2497,93.49837721092238
3,5,48,38,2,1,2,60,0,0,1000,1045,88.58917009572549
1,2,36,36,2,1,1,45,3000,2000,1100,1332,91.88057677040344
20,2,60,40,5,1,3,60,5500,0,1400,1928,90.43637781007064
20,1,60,45,2,1,1,92,0,0,1000,2415,87.35595463597261
0,1,48,25,2,1,1,60,0,0,1350,1450,92.6502771349993
12,1,48,46,2,2,1,104,0,0,1350,1352,95.00892679561447
9,3,48,46,2,1,1,45,37000,0,800,904,91.49687451598105
0,5,48,28,1,1,3,35,0,0,900,1400,96.92822340095042
2,2,48,38,2,2,1,75,23000,3000,700,970,89.47289627148352
3,5,60,24,1,1,1,35,0,0,1500,2100,92.14770822488661
4,1,48,23,2,1,3,52,0,0,1150,1450,88.69882173634788
3,3,60,24,1,1,1,35,5000,0,1300,1360,90.59161911234607
11,2,12,26,2,2,2,35,4500,2000,300,1248,92.3077412419126
1,1,36,26,1,1,2,42,0,0,590,590,92.40818530532853
0,1,48,23,1,1,2,42,0,0,700,875,91.64677958434044
1,1,60,29,2,1,1,73,0,0,1000,1158,94.2148779015086
9,2,24,30,2,1,1,35,30000,0,1000,1594,93.89763535367831
2,2,60,28,2,1,3,35,7000,3950,1600,1678,89.02976935858213
3,5,60,36,2,2,1,60,0,0,1100,1355,88.18884290255565
10,2,60,45,2,1,3,45,12000,1200,1300,1833,93.10802814703644
10,2,48,33,2,1,1,45,5000,0,1000,1160,91.75637245270853
2,1,48,56,1,1,3,51,11000,4500,1000,2008,94.49397476946712
4,6,60,25,1,1,1,35,0,0,1800,2999,89.00203116462164
7,5,60,33,1,1,2,35,0,0,1300,1438,88.38160987547131
5,5,48,27,2,2,3,45,0,0,1000,1342,88.2135017568641
16,5,24,44,1,1,3,35,0,0,700,950,94.34101398591662
0,5,24,26,1,1,2,35,0,0,107,125,96.19376220244851
7,2,60,28,2,2,1,60,8000,0,920,1021,90.85804473304383
2,6,48,25,2,1,1,35,0,0,1580,1925,92.14858483919683
3,1,60,44,4,2,1,60,0,0,1650,1772,94.7781201886861
1,2,24,38,2,1,1,60,3500,0,850,1260,92.92680288611771
7,2,48,32,2,2,1,45,5500,0,550,1250,91.14684589991474
2,2,60,24,1,1,2,35,3000,0,1400,1513,90.85338253118256
1,5,60,42,2,1,1,60,7000,0,950,1589,93.83849242405535
27,1,24,50,2,1,1,47,0,0,500,1636,95.18182809856046
6,2,60,31,2,1,1,35,3000,0,1400,1724,94.91145426732784
3,2,60,26,2,1,1,45,3000,0,1300,1790,95.03646515190418
9,3,60,32,2,1,1,60,12000,5000,1200,1400,92.01980401411797
5,5,24,26,1,1,1,35,0,0,450,900,92.46876624255759
3,1,48,26,2,1,1,58,0,0,1150,1316,93.38453761890298
18,3,60,49,2,1,1,60,4000,0,1050,1097,92.22621325781456
19,2,60,54,3,2,1,35,11000,4000,800,1336,89.91366943595392
5,1,36,40,4,1,1,43,0,0,400,650,92.46614339772303
8,2,60,33,2,1,3,45,10000,0,2500,3250,94.37564770107902
2,6,36,35,4,1,1,35,0,0,1600,1671,89.35000715750446
10,2,60,26,2,1,1,45,5000,3700,1600,1767,91.08789066116654
14,2,36,34,2,1,1,60,5000,0,1400,1939,92.62718145770117
13,5,48,31,2,1,1,35,0,0,1000,1395,91.65957314235007
4,4,60,62,2,1,3,35,8000,0,1200,1405,90.43771300195027
20,2,60,46,1,1,1,35,25000,4000,1450,1566,97.02304852375018
15,2,60,49,2,1,1,60,5000,0,1700,2081,94.37483096931285
24,2,60,46,2,1,1,60,6000,1000,1100,1653,87.99330512043072
10,2,36,36,2,1,1,35,12000,1700,1500,1985,94.89649248093346
2,5,36,24,1,1,1,35,0,0,450,750,92.51779199136689
21,2,24,44,2,1,1,60,4000,0,800,2400,89.37445257293395
1,1,60,24,2,2,2,42,0,0,1700,1761,89.56513257975195
11,2,48,27,2,1,1,35,4000,0,1500,1641,94.59419298293705
12,2,60,27,2,2,1,35,3000,0,1300,1359,95.96419877946043
5,1,36,51,2,1,1,63,0,0,635,785,90.80702996407724
6,2,48,26,2,2,1,35,5000,0,1390,1594,89.80526999667225
1,1,48,37,2,2,2,72,6000,0,1400,1661,93.95690289775511
10,2,60,41,2,1,4,35,5000,0,1300,1863,89.34749197736903
0,2,60,27,2,1,2,75,7000,4800,1250,1315,92.99143937196763
1,2,48,20,1,1,1,35,2000,1600,1100,1100,91.66290161598785
0,5,60,24,1,1,2,35,3000,1200,850,1412,94.65145785208162
10,2,60,32,2,1,1,60,4000,1800,1050,1303,92.12427369695062
16,2,60,32,2,1,1,60,4000,0,1500,1736,91.68118762218145
10,2,6,39,2,1,3,75,8000,0,430,500,91.96735100509207
9,6,60,30,2,2,1,60,0,0,1250,1560,88.30248315879665
7,6,36,38,2,2,3,35,0,0,1000,2246,91.03725336555055
3,5,36,28,1,1,1,35,0,0,350,550,90.21073457996447
6,2,48,51,2,1,3,45,12000,0,1035,1410,94.73495736754228
0,5,48,21,1,1,2,35,0,0,1850,1877,91.46752611117535
3,5,60,23,1,1,1,35,0,0,1100,1300,95.65166895956608
1,2,24,39,2,1,4,35,4000,0,525,1771,93.35783000929307
3,1,36,39,2,1,1,90,0,0,300,700,94.76551904905992
12,2,48,39,2,1,3,60,6000,0,1300,1600,92.92256161164806
0,3,36,31,2,1,2,35,6000,0,1300,1663,93.3222283130069
2,1,60,24,2,1,1,55,4000,0,1750,1900,92.87519398025785
2,3,48,37,2,2,2,75,2000,0,850,1194,91.36984198776516
2,5,60,24,1,1,1,35,0,0,900,1516,95.21013128561799
0,5,24,20,1,1,1,35,7000,0,1450,1688,92.32692514991442
4,2,48,40,2,2,1,60,3500,200,800,800,93.20422657361277
21,2,60,63,2,2,1,60,3000,0,1250,1424,93.0994481037561
14,1,60,38,2,1,1,71,0,0,1400,1693,91.97661276212864
25,2,60,51,2,1,1,35,3500,0,900,995,93.96713904448409
6,6,60,30,2,1,1,60,0,0,1300,1388,94.24633946134537
3,2,36,37,2,1,1,60,0,0,1500,2315,94.84693226415976
13,2,36,39,2,1,1,35,14000,0,300,850,89.81031415239434
5,5,24,31,1,1,1,35,0,0,200,1447,91.47429652773376
16,6,60,34,2,1,1,60,6000,0,1350,1487,93.4772666299125
5,6,18,65,2,2,4,35,0,0,375,675,93.96111907758615
16,1,48,32,1,2,1,47,0,0,800,1224,94.56262365614795
2,1,48,29,1,1,1,60,0,0,1000,1179,92.63460774199305
0,5,60,31,2,1,4,75,0,0,1500,2084,94.8070592411489
6,2,48,55,2,1,3,45,16000,1500,2000,3753,95.08206832622162
3,5,60,25,2,1,1,35,0,0,1300,1332,97.5272161485505
5,2,36,58,2,2,4,45,7000,0,400,1234,93.71456284431552
0,1,48,20,1,2,2,56,0,0,1100,1289,92.75639253581726
9,3,48,27,2,1,1,45,5000,360,1300,1537,90.10822696582562
0,2,48,29,2,1,4,60,11000,0,1000,1480,95.21311585088874
8,2,12,39,2,1,1,75,1500,0,360,865,92.54385608445284
24,2,60,43,1,1,1,35,3500,0,1320,1680,91.88825364889338
3,5,60,23,1,1,1,35,0,0,800,1111,90.30364300199497
13,2,60,27,2,1,1,35,7000,0,1060,1750,93.00809742289299
2,1,60,49,2,1,1,51,0,0,1500,1550,91.15633592635491
33,2,48,61,2,1,1,35,8000,0,850,1050,92.6743385461339
0,2,36,31,2,2,2,45,3000,150,700,850,98.80904173701607
0,1,60,46,4,1,1,57,0,0,940,1149,94.23034375030484
7,5,60,25,1,1,1,35,0,0,1100,1340,93.84325218513618
20,2,36,37,2,2,1,60,3500,0,450,950,92.00274583860323
10,1,36,36,5,1,3,45,0,0,1000,1700,94.32568366849517
17,2,36,60,2,1,1,60,2500,0,650,800,91.59117544640405
1,2,60,28,2,1,1,45,4000,0,1500,2326,96.34600189313373
10,2,60,32,2,1,1,45,5500,2500,1300,1995,89.91911542178842
4,1,60,25,2,1,1,56,0,0,1250,1399,91.03703413816535
